,text,Sarcasm1
521,Το όνειρο των ορφανών του ΣΥΡΙΖΑ http://t.co/lyr9tfPQJ6 ΕΞΑΙΡΕΤΙΚΟ!!!!!,Sarcastic
522,Δ. Κουτσούμπας: Το ΚΚΕ πλήρωσε ακριβά το '89 http://t.co/fIrEdff1hm,OK
523,Επίθεση Ν.Δ. για τους χαρακτηρισμούς Αρβανίτη προς τον Α. Σαμαρά http://t.co/qAEm1mxOSl,OK
524,Το πρόγραμμα εξορμήσεων του ΣΥΡΙΖΑ και το Εκλογικό Κέντρο. Την Τρίτη στην Κομοτηνή ο Τσίπρας http://t.co/w1Wu5UVKkO,OK
525,Υβριστικοί χαρακτηρισμοί του Κώστα Αρβανίτη κατά Σαμαρά εξοργίζουν τη ΝΔ http://t.co/Ypafzt2K5B,OK
526,"Με 3,3% μπροστά ο ΣΥΡΙΖΑ σύμφωνα με τη Metron Analysis http://t.co/vbSbGTKv3Y",OK
527,ΦόβοςRT @gmourout: Προς Θεού ο ΣΥΡΙΖΑ δεν είναι άκρο -  Ραχήλ Μακρή υποψήφια ΣΥΡΙΖΑ:«θα στήσουμε κρεμάλες για τους (εκλεγμένους) δωσίλογους»,Sarcastic
528,Η ΝΔ θα καταπολεμήσει τη διαφθοχαχαχαχαχαχαχαχα http://t.co/s1eLsCVWAF,Sarcastic
529,RT @vassiouti: Αν ο ΣΥΡΙΖΑ κερδίσει http://t.co/8I7LzinSxW via @ Βασιλική Σιούτη,OK
530,"Γ. Κυρίτσης: Ο ΣΥΡΙΖΑ με δυναμική, κοντά στην αυτοδυναμία: http://t.co/wutNMmIF5u via @YouTube",OK
531,Εκλογές 2015: Σήμερα ανακοινώνει ο Σαμαράς το οικονομικό πρόγραμμα της ΝΔ http://t.co/mJnerqaRZK,OK
532,Τα μέτρα του ΣΥΡΙΖΑ για την εργασία.  http://t.co/SkaNrAbkhg via @sharethis ΔΙΑΔΩΣΤΕ!,OK
533,Πάρε κόσμε! Λεφτά που δεν υπάρχουν! Ψηφίστε τους!  Τα μέτρα του ΣΥΡΙΖΑ για την εργασία :: left.gr http://t.co/i0GvR8PLxt,Sarcastic
534,Δείτε τις λίστες με τους υποψήφιους βουλευτές της ΝΔ http://t.co/y5JcdNE8fC on @bloglovin,OK
535,ΕΚΛΟΓΕΣ 2015: Οι υποψήφιοι βουλευτές του ΠΑΣΟΚ σε όλη την Ελλάδα:  http://t.co/THfuZxQnLy,OK
536,"Η ΝΔ καταδικάζει τον χαρακτηρισμό ""μαλάκας"" για τον Σαμαρά. Αυτό σημαίνει οτι ο πρωθυπουργός δεν αυνανίζεται;",Sarcastic
537,RT @toxwni : To πλήρες κυβερνητικό πρόγραμμα των ΑΝΕΛ Στο ΧΩΝΙ http://t.co/AiAnBhEivB @avgerinosx,OK
538,Δείτε το πρώτο τηλεοπτικό σποτ του ΚΚΕ (βίντεο) http://t.co/AzHCQEzcek,OK
539,Και γιατί είναι ακόμα Νέα Δημοκρατία και όχι Νοικοκυρές σε Απόγνωση;,Sarcastic
540,"@Giorgos_Tragas  Γιωργο καλημέρα!! Εγώ και αδερφός μου σέ παρακαλούμε κανε την καθαρή ερώτηση στο ΣΥΡΙΖΑ :""κολοτούμπα ή δραχμη""! Τίποτε άλλο",Sarcastic
541,Πάω τώρα να ακούσω τον Πρόεδρο: Σαμαράς: Σήμερα ανακοινώνει το οικονομικό πρόγραμμα της ΝΔ http://t.co/WEXb08uDUH δείτε το.,OK
542,Οι Ψευτόμαγκες της ΝΔ εναντίον μικρών παιδιών http://t.co/h1tm2flyES,OK
543,"επίσης, φήμες ότι το σηματάκι της ΝΔ αλλάζει και θα έχει πλέον ένα φράχτη, κρίνονται βιαστικές...",Sarcastic
544,Ενοχλημένη η ΝΔ από δήλωση Κώστα Αρβανίτη: Αποκάλεσε τον πρωθυπουργό ''Μ.....'' (video) http://t.co/FG5jEDn4jh,OK
545,Η Πανελλαδική Προγραμματική Συνδιάσκεψη του ΠΑΣΟΚ (Live μετάδοση) http://t.co/KJI7a24LKa http://t.co/bco4FoOOqO,OK
546,«Πληρώνουν» καλά Βενιζέλος για Πρωθυποργός και ΑΝΕΛ για τρίτο κόμμα http://t.co/cKGu2VcKBI via @EMAILiT,OK
547,«Καρατόμηση» Αρβανίτη ζητεί η ΝΔ - http://t.co/vqZ3AH1FT5 http://t.co/bYB6jYwxgb,OK
548,ΒΟΜΒΑ; ΑΠΟΧΩΡΗΣΑΝ ΕΚΠΡΟΣΩΠΟΙ ΤΟΥ ΣΥΡΙΖΑ ΑΠΟ ΤΗΝ ΕΚΠΟΜΠΗ ΤΟΥ ΤΡΑΓΚΑ http://t.co/q2gWL1PJRv,OK
549,Το πρώτο προεκλογικό σποτ του ΚΚΕ http://t.co/LgxgDE2XzI,OK
550,Το πρώτο προεκλογικό σποτ του ΚΚΕ http://t.co/idkLO4diBx,OK
551,"Συνέντευξη της Ζωής Κωνσταντοπούλου, υποψήφιας βουλευτή Α΄ Αθηνών του ΣΥΡΙΖΑ στην ΕΡΤ Open http://t.co/rZt2HL1QDn",OK
552,LIVE: Ο Αντώνης Σαμαράς παρουσιάζει το οικονομικό πρόγραμμα της ΝΔ http://t.co/LguPqDlkAa,OK
553,Επίσκεψη αντιπροσωπείας του ΣΥΡΙΖΑ στην γαλλική πρεσβεία http://t.co/iyxt9KJe8l http://t.co/8xDHhKSQK0,OK
554,"ΓΙΑΝΝΕΝΑ-Το πρόγραμμα επισκέψεων των υποψηφίων βουλευτών του ΣΥΡΙΖΑ ,για σήμερα Σάββατο και αύριο Κυριακή: Το ... http://t.co/fk8Khw3YfR",OK
555,Αντιπροσωπεία του ΣΥΡΙΖΑ στη γαλλική πρεσβεία http://t.co/sJrc5gQQsU http://t.co/HK35Axv8hn,OK
556,Αντιπροσωπεία ΣΥΡΙΖΑ στην γαλλική πρεσβεία:  Συνάντηση με το Γάλλο πρέσβη στην Αθήνα θα  έχει την Δευτέρα  12 ... http://t.co/BYNHLoNUjN,OK
557,«Μας έπεισε...  Οποιος διατηρούσε ακόμα αμφιβολία για τη στάση του ΣΥΡΙΖΑ απέναντι στην Ευρωζώνη πρέπει να... http://t.co/FJmn8NcROI,Sarcastic
558,"Η ΚΟ Κεντρικής Μακεδονίας του ΚΚΕ για τη σύσκεψη των κομμάτων στο Δ. Θεσσαλονίκης  Δημοσίευση: Σάβ, 10/01/2015... http://t.co/brb9bqaIGC",OK
559,@zappasaspa Κουκουλόπουλος: Εκφραστής του παλιού ο ΣΥΡΙΖΑ http://t.co/wn6Tbe8GYe @FREEDYBRUNA,OK
560,@bathitweet Κουκουλόπουλος: Εκφραστής του παλιού ο ΣΥΡΙΖΑ http://t.co/CJvjVtTf2g @netakias @kali_nda,OK
561,"Με την επισήμανση ότι ο ΣΥΡΙΖΑ είστε εσείς και πως η άνοιξη θα έρθει μέσα στον χειμώνα, παρουσίασε το ψηφοδέλτιο... http://t.co/ipzChCgFgS",OK
562,Στη γαλλική πρεσβεία τη Δευτέρα αντιπροσωπεία του ΣΥΡΙΖΑ http://t.co/oa38mfw7gb http://t.co/pPtmRrCztl,OK
563,μειωθηκαν οι θέσεις ευθυνης στο δημόσιο.. αυξήθηκαν οι ΓΓ Υπουργείων και οι Υπουργοί όμως.. χα χα χα,Sarcastic
564,Ευάγγελος Βενιζέλος: «Το ΠΑΣΟΚ είναι ο εγγυητής της σταθερότητας» http://t.co/rIiy8Lg1x6,OK
565,Το πρώτο προεκλογικό σποτ του ΚΚΕ http://t.co/b7cqG202vJ,OK
566,"Πολιτικό επίπεδο Ελλάδα 2015-&gt; Σαμαράς: ""Αφου ο ΣΥΡΙΖΑ σας τάζει εγω θα σας τάξω περισσότερα. Θα το μασήσετε και αυτό πρόβατα""",Sarcastic
567,6. #paobc 7. #CharlieHebdo 8. Παναγιωτη 9. Σαμαρα 10. ΠΑΣΟΚ  2015/1/10 13:30 EET #trndnl2015 http://t.co/zrG3roft0G,OK
568,"""'Οχι άλλες μειώσεις. Ήρθε η ώρα για αυξήσεις"".  Αν είχε χιούμορ ο ΣΥΡΙΖΑ θα απαντούσε: ""Τα λεφτά που θα τα βρείτε;""",Sarcastic
569,Επίσκεψη αντιπροσωπείας του ΣΥΡΙΖΑ στην γαλλική πρεσβεία http://t.co/WWQ4Pdt7vn  @ekriti,OK
570,BOMBA! Στέλεχος της ΝΔ ο «πιστολέρο» της ρατσιστικής επίθεσης στον ξενώνα ανηλίκων στο Ωραιόκαστρο http://t.co/cec9D4URXL,OK
571,"Το Ποτάμι υποστηρίζει την διαρκή αξιολόγηση των αποτελεσμάτων των δράσεων, οργανώσεων και ανθρώπων. #topotami",OK
572,Οι υποψήφιοι του ΠΑΣΟΚ στην ΑΜΘ - http://t.co/91pTFzAbCP,OK
573,"Εκφραστής του παλιού ο ΣΥΡΙΖΑ #syriza , θα διαψεύσει τις προσδοκίες. #skai #ekloges #ekloges2015 http://t.co/NYQ73EYE9h",OK
574,"«Ο ΣΥΡΙΖΑ θέλει να στήσει παγίδα στον λαό»:  «Τομές, μεταρρυθμίσεις, ανταγωνιστικότητα  παντού», με αυτές τις ... http://t.co/6oWwbmhXzt",OK
575,Σκοπος του ΚΚΕ ειναι να γινει κυβαρνηση,Sarcastic
576,"Μηπως ξέρεις και που ειναι η Αμερική; ""@ToPotami: Π. Καρκατσούλης: Το πρόβλημα στην Ελλάδα είναι ότι δεν εφαρμόζονται οι νόμοι #topotami”",Sarcastic
577,Το Ποτάμι - Lifo.gr - Athens Voice έχει ρεύμα στους νεαρους ομοφιλοφιλους.  Να δουν τι εστί Ποταμι... http://t.co/d2rmsgelGA,OK
578,Ο Σαμαράς θα δημιουργήσει 20.000.000 θέσεις εργασίας. Τα χρυσά κουτάλια θα γίνουν πλατινένιε. Η χρυσή αυγή θα φυλάει την Ελλάδα.,Sarcastic
579,Tην απόσυρση των υποψηφιοτήτων της από τα ψηφοδέλτια του ΣΥΡΙΖΑ αποφάσισε η Κοινωνική Συμφωνία http://t.co/FsB2goEPCO,OK
580,Αυτοί είναι οι υποψήφιοι του ΣΥΡΙΖΑ σε όλη την Ελλάδα http://t.co/2mmrRGpiPg,OK
581,Κουτσούμπας: Το ΚΚΕ μπορεί να αναδειχτεί τρίτη δύναμη http://t.co/VyICYtVpY2 http://t.co/pU6z4dmWBy,OK
582,Επίσκεψη αντιπροσωπείας του ΣΥΡΙΖΑ στην πρεσβεία της Γαλλίας τη Δευτέρα - Η Αυγή Online http://t.co/xGevgihy7a,OK
583,Χάχα χα χα χα χα χα χα χα http://t.co/zOkRBhA0Hz,Sarcastic
584,@mari_zonaki ναι πολυ! Ξεχρεωνουν τη ΝΔ απο τοτε κι εχουν πολλα γραμματια ακομα να ξοφλησουν,Sarcastic
585,sitestories.blogpsot ''ΤΟ ΠΑΣΟΚ ΔΕΝ ΕΙΝΑΙ ΜΠΑΛΑΝΤΕΡ''...:   Το ΠΑΣΟΚ θα είναι ο εγγυητής και ο ρυθμιστής των ε... http://t.co/THfj3sGOz0,OK
586,ΕΚΛΟΓΕΣ 2015 - Στη δημοσιότητα τα ψηφοδέλτια του ΣΥΡΙΖΑ http://t.co/jVkjTR1v0i,OK
587,Εξώ τα κόμματα από τα πανεπιστήμια. Ας ξεκινήσουμε από την Πρυτανεία!   Υποψήφιος με την ΝΔ επικεφαλής στο... http://t.co/mCELKALBzw,Sarcastic
588,Η μικρή 'Κορίνα' από τη σειρά 'Πάτερ Ημών' κατεβαίνει υποψήφια με τη ΝΔ http://t.co/eW3MgQscLa,OK
589,Οι υποψήφιοι του ΠΑΣΟΚ στις Κυκλάδες http://t.co/D9uz2fDbmR,OK
590,"Τι, ποιος; “@FainaretiRom: Οι ελάχιστοι που δε θα ψηφίσετε ΠΟΤΑΜΙ πρέπει στηρίξετε το Φορτσάκη!Για το καλό του Πανεπιστημίου! #ekloges2015”",Sarcastic
591,"Τόλμησες να κρίνεις ή να σατιρίσεις το Ισλάμ; Πως τολμάς ""Άπιστε"";;; Εις θάνατον!!! τι θα κάνει ο ΣΥΡΙΖΑ για την… http://t.co/jf2y45LsMn",Sarcastic
592,@_syntrofos_ H νουδου θα στείλει τα κομάντα. Ο συριζα θα τους δώσει ένα νησί ως βάση επιχειρήσεων. #tromos Εσύ ακόμα τα κόμματα περιμένεις;,Sarcastic
593,Αν όλοι ψηφίζαμε σύμφωνα με το τεστ του helpmevote.gr το ΠΑΣΟΚ θα χτύπαγε αυτοδυναμία..... http://t.co/xHDvHDBLpM,Sarcastic
594,Οι υποψήφιοι της ΔΗΜΑΡ στην Α’ και στη Β’ Πειραιά http://t.co/ANUE0W9uLL,OK
595,ΕΠΑΜ: Ανατρεψτε την καταστροφη ψηφίζοντας ΣΥΡΙΖΑ ή Ανεξαρτητους Έλληνες. http://t.co/GCjt27vWAy,OK
596,"Ας ΜΗΝ ομιλούν οι Κομμουνιστές για ΜΑΚΕΔΟΝΙΑ,γιατί 30/1/49 η 5η Ολομέλεια του ΚΚΕ ανεγνώρισε Μακεδονική γλώσσα καιτο δικαίωμα αυτοδιαθέσεως.",OK
597,Εκλογές 2015 – Κουτσούμπας: Υπάρχει πιθανότητα το ΚΚΕ να είναι τρίτο κόμμα http://t.co/PoYDUtYg4f,OK
598,Αυτοί είναι Οι υποψήφιοι βουλευτές του ΠΑΣΟΚ στην Εύβοια http://t.co/ItjsAzQJhe via @evripos90fm,OK
599,Αναλυτική τοποθέτηση τoυ Μίκη Θεοδωράκη για τον ΣΥΡΙΖΑ και την Δήλωσή του http://t.co/pCG7Tge6I6,OK
600,OΛΑ ΘΕΣΣΑΛΟΝΙΚΗ!!!: Οι υποψήφιοι της Ν.Δ. σε Α' και Β' Θεσσαλονίκης http://t.co/A1w7BXg94j,OK
601,Εκλογές 2015: Τους υποψηφίους στα ψηφοδέλτια ανακοίνωσαν οι Ανεξάρτητοι Έλληνες http://t.co/xiGux6kHwV,OK
602,Αυτοί είναι Οι υποψήφιοι βουλευτές του ΚΚΕ στην Εύβοια http://t.co/ilkrGqKqaW via @evripos90fm,OK
603,Υποψήφιος της ΝΔ στον Έβρο παλιός γνώριμος από την υπόθεση της «ζαρντινιέρας» | TVXS - TV Χωρίς Σύνορα http://t.co/WVp49hvyMs,OK
604,Ήττα Σαμαρά πριν την εκλογική: Η μη βιωσιμότητα του ελληνικού χρέους που θέτει ο ΣΥΡΙΖΑ συζητείται πλέον σε όλες τις ευρωπαϊκές πρωτευουσες.,OK
605,:: Mια υποψηφιότητα-έκπληξη επεφύλαξε ο ΣΥΡΙΖΑ στους ... http://t.co/rgZ4KafeiY,OK
606,"Η ΧΑ των σαλονιών-&gt; “@Dora_Bakoyannis:Καλώ όσους έφυγαν να πάνε στην ΧΑ,να επιστρέψουν κ να στηρίξουν υγιείς δυνάμεις για το μεταναστευτικο",Sarcastic
607,Ακομα δεν βγήκε ο ΣΥΡΙΖΑ και οι πολίτες σφάζονται ποιος θα παρει πισω πρώτος την 13η σύνταξη,Sarcastic
608,@_mplek καλα αυτη τρολλαρει απο τις Ευρωεκλογες ;) @FainaretiRom @ToPotami @neademokratia,Sarcastic
609,Ευρωπαίοι Πράσινοι: Στις εκλογές στην Ελλάδα ΔΕΝ υποστηρίζουμε το ΣΥΡΙΖΑ ούτε κάποιο άλλο κόμμα. http://t.co/HWSAnToA7H,OK
610,@EvangAntonaros Δεν σας ψηφίζω.Αλλά πραγματικά η ΝΔ με Σαμαρά όσο πάει μετατοπίζεται προς την άκρα δεξιά και είναι ντροπή για ιστορικό κόμμα,OK
611,“@PAOK24com: Newsfish | Πολιτική | Τα ψηφοδέλτια του ΠΑΣΟΚ σε Α’ και Β’ Θεσσαλονίκης http://t.co/qVNLirqBiZ”,OK
612,"Σοβαρή ΧΑ  ""@Dora_Bakoyannis: Καλώ όσους έφυγαν να πάνε στην ΧΑ,να επιστρέψουν κ να στηρίξουν υγιείς δυνάμεις για το θέμα τ μεταναστευτικού""",Sarcastic
613,@karvanitis @stokokkino1055 τι κανεις Κώστα ? κουκια σπερνω ... σοφος λαος ... #eimaste_oloi_malakes,Sarcastic
614,Τα ψηφοδέλτια του ΠΑΣΟΚ http://t.co/0LlJavnolq,OK
615,"@aggelosv1 οχι ακριβώς, αλλα εχει ασπαστεί τον Συριζα και προσπαθεί να τον βγάλει κυβέρνηση, οπως τον ΓΑΠ το 09 @LymperiO @NChatzinikolaou",OK
616,Σέρρες . Οι υποψήφιοι του ΣΥΡΙΖΑ http://t.co/QeXQEZf9ck via @serresnewsnet,OK
617,Το πρώτο προεκλογικό σποτ του ΚΚΕ http://t.co/kI3CKamaO7,OK
618,@SpyrosLykoudis @leokastanas @noirgr νωρίτερα σήμερα στην εκδήλωση του @ToPotami στο Ίδρυμα Κακογιάννη http://t.co/LN4USWrPgs,OK
619,Επίθεση ΠΑΣΟΚ σε Αρβανίτη: Όταν κάποιος νιώθει ότι πρέπει να δίνει διαπιστευτήρια… http://t.co/UaowUBfVPD,OK
620,Ρέθυμνο Παρουσιάστηκε το ψηφοδέλτιο του ΣΥΡΙΖΑ στο νομό Ρεθύμνου - GOODnet.gr: http://t.co/jA5HMlXWOv,OK
621,Στη Β΄ Αθηνών με τη Ν.Δ. κατεβαίνει ο Σωτήρης Ησαΐας http://t.co/qkZqNHdQVW via @enypografa,OK
622,Υπάρχει μία δημοσκόπηση που να δείχνει ΔΗΜΑΡ πάνω από 1%; Υπάρχει ένας - πλην Φανούρη - που να πιστεύει πως θα πλησιάσει το 3%;,Sarcastic
623,Πολιτική ΝΔ : Αν είσαι 18 δεν μπορείς να ψηφίσεις.Αν πάλι είσαι πάνω από 80 εννοείται ότι πρέπει να πας τρέχοντας.,Sarcastic
624,@gregoryfarmakis το ταλιμπανικο νεοφιλελευθερατο καλειται να διαβασει το αρθρο FIGARO για την εργαλειοποιηση του σαρλι απο ΝΔ @zoitsamou,Sarcastic
625,Πούλμαν για τη συγκέντρωση της ΚΟ Αττικής για τα 96 χρόνια του ΚΚΕ - 902.gr http://t.co/211Vh5FmGJ,OK
626,Πιο κάτω δεν γίνεται!.-Ξεκαθαρίζω πως είμαι μέλος του ΣΥΡΙΖΑ χρόνια πριν ανακαλύψει τον Τσίπρα ο Κωστάκης ο Αρβανίτης http://t.co/2cKSuhoUDU,Sarcastic
627,"«Οι πολίτες είναι καχύποπτοι και θα δε υπάρξει ψήφος τιμωρίας»:   Η Ν.Δ. έχει χρεωθεί ένα δυσανάλογο βάρος», τ... http://t.co/4iOmo50dcU",OK
628,"Στη ΝΔ ειναι μια ωραια ατμοσφαιρα στα καμαρινια κ αυτο βγαινει στον κοσμο που διασκεδαζει ..., http://t.co/U2bpwD5wRB",Sarcastic
629,Γελάει ο κόσμος - Βενιζέλος: Δεν θα συνυπάρξουμε με τη ΝΔ ξανά http://t.co/PfOZIKUmVX,Sarcastic
630,Οι υποψήφιοι βουλευτές του ΣΥΡΙΖΑ στην Εύβοια http://t.co/4Jg4eRQ8aJ,OK
631,Η κατάσταση στην ΝΔ έχει ξεφύγει από κάθε έλεγχο http://t.co/MCqvmbiLsZ,OK
632,"ε δεν ειπε οτι εχει κ iq μικρου παιδιου ,οκ ΧΥΔΑΙΕ?-&gt;@AdonisGeorgiadi Η συμπεριφορά του Σύριζα στην απίστευτη χυδαιότητα του @karvanitis...",Sarcastic
633,"""ο ένας κανει το άλογο &amp;ο άλλος τον καβαλάρη"" @FotiosDaglis:απομονώνουν φράσεις τ Λένιν για να υποδείξουν λάθος στρατηγική ΚΚΕ στιςσυμμαχίες",Sarcastic
634,Κλαίωωωωωωωωωω!!!! χα χα χα χα χα!!! http://t.co/AeryFOl2nP,Sarcastic
635,Ακομη δεν εγιναν οι εκλογες  και τα στελεχη του Συριζα εμφανιζονται στο επακρο της αλαζονειας.Αλλο η καλπη και αλλο  οι δημοσκοπησεις.,OK
636,Από την σημερινή προγραμματική συνδιάσκεψη του ΠΑΣΟΚ και την Δημοκρατική Παράταξη. http://t.co/m94qsOqXAi,OK
637,"@avgerinosx Η ΝΔ για τις ""ύβρεις"" του Αρβανίτη http://t.co/qVcmpR3y8g @FREEDYBRUNA",OK
638,"@avgerinosx Η ΝΔ για τις ""ύβρεις"" του Αρβανίτη http://t.co/F7zgpfFmXC @bathitweet",OK
639,"""Βενιζέλος: Το ΠΑΣΟΚ πάει για ιστορική νίκη στις 25 Ιανουαρίου"". Έκοψε την αλυσίδα ο χοντρός, πάει σάλεψε.",Sarcastic
640,Παρουσίαση του ψηφοδελτίου του ΣΥΡΙΖΑ για την Αργολίδα http://t.co/yMKC3KsNLU http://t.co/Q1ysazMKIk,OK
641,“@htheoharis: Σήμερα στο Ίδ. Κακογιάννη παρουσίασε το Ποτάμι τις προτάσεις του για τη Δημ. Διοίκηση… http://t.co/NsbbmcMbf5” #giatimporoume,OK
642,Το Ποτάμι αύριο το απόγευμα στη Θεσσαλονίκη http://t.co/0zq6utuQvJ … #topotami #ekloges2015 http://t.co/0BoXvuMUDO,OK
643,Επίσκεψη σντιπροσωπείας του ΣΥΡΙΖΑ στους εργαζόμενους των ΕΛΤΑ http://t.co/dLYfVyH2ob,OK
644,Στη γαλλική πρεσβεία τη Δευτέρα αντιπροσωπεία του ΣΥΡΙΖΑ  http://t.co/zMnGKlX4KO,OK
645,"Γιατί ""καρφώνει"" τη ΝΔ ο Τζήμερος http://t.co/tkX60FjiSw",OK
646,RT @toxwni : Πώς σχολιάζει το ΚΚΕ την ομιλία του Αντώνη Σαμαρά http://t.co/T0jMVCb3BV @avgerinosx,OK
647,Η μεταρρύθμιση της απερισκεψίας - Το Ποτάμι http://t.co/BSTIplmngz,OK
648,"Απόψε συνέντευξη Τύπου στα ΑΝΕΛ γραφεία της Κω.Και στα Δωδεκάνησα οι υποψήφιοί μας τιμούν Πατρίδα,Οικογένεια &amp;Κίνημα. http://t.co/gH6quHJ8Ij",OK
649,Νέα δημοσκόπηση με προβάδισμα ΣΥΡΙΖΑ http://t.co/2BPNEHx7Y4,OK
650,Terens Quick @TerensQuick  3m3 minutes ago Απόψε συνέντευξη Τύπου στα ΑΝΕΛ γραφεία της Κω.Και στα Δωδεκάνησα οι... http://t.co/7JLaDG3zJS,OK
651,"@KOSTASSTOYPOSXI Με τα αν δεν γίνεται κουβέντα!Εγω λέω ότι θα υπάρχει αυτοδυναμια ΣΥΡΙΖΑ εσύ όχι,Κυριακη κοντη γιορτή!",OK
652,ΓΙΑΤΙ ΤΡΕΜΟΥΝ ΤΗΝ ΧΡΥΣΗ ΑΥΓΗ ΟΙ ΚΑΘΕ ΜΑΡΚΑΣ ΜΑΡΞΙΣΤΕΣ; http://t.co/BSGHMlsWJX via @wordpressdotcom,OK
653,Προβάδισμα του ΣΥΡΙΖΑ σε δύο νέες δημοσκοπήσεις http://t.co/5PUhcRJnEZ,OK
654,Ο Γ. Βαρεμένος καταγγέλλει τις πιέσεις που ασκούνται σε οπλίτες και τις απειλές ότι θα απολυθούν αν βγει ο ΣΥΡΙΖΑ http://t.co/qb1gYdwumW,OK
655,«Ο ΣΥΡΙΖΑ ταυτίζεται με τον βούρκο όσο παραμένει ο Αρβανίτης στη θέση του»:   Εκνευρισμός επικρατεί στα γραφεί... http://t.co/ekgGRovgq9,OK
656,151 έδρες στο ΣΥΡΙΖΑ σε δημοσκόπηση της Εφημερίδας η Αυγή  Δείτε τα αποτελέσματα! http://t.co/0Pn4zzZNUO,OK
657,LIVE η ομιλία του προέδρου των @anexartitoi @PanosKammenos στην Πάτρα.  http://t.co/csZsnyxhJX @V_Siriopoulos @TerensQuick #ekloges2015,OK
658,ΔΙΕΥΘΥΝΤΗΣ ΒΗΜΑΤΟΣ: Η ΧΡΥΣΗ ΑΥΓΗ ΔΙΑΘΕΤΕΙ ΣΚΛΗΡΟΥΣ ΚΑΙ ΑΜΕΤΑΠΕΙΣΤΟΥΣ ΥΠΟΣΤΗΡΙΚΤΕΣ . . . http://t.co/RMTguJVlDF,OK
659,"Πήξαμε στη κάπνα . Στη ΝΔ υποψήφιοι είναι ο γιός του Σταυρου,τα παιδιά του Κώστα,η κορη του Πετρου ... http://t.co/ptUnHxgiuY",Sarcastic
660,"Νέα δημοσκόπηση: Μπροστά ο ΣΥΡΙΖΑ με 4,1% http://t.co/fLUfcpIlLi",OK
661,"Αγγελή, Μηδούρης, Σακλάς, Σούκιας, Τσιάρτας και Φωτόπουλος οι υποψήφιοι του ΛΑΟΣ http://t.co/MHHKdaWZqq",OK
662,Το όνειρο των ορφανών του ΣΥΡΙΖΑ http://t.co/bHyn4izrci,Sarcastic
663,ΑΠΙΣΤΕΥΤΟΣ ΘΕΟΥΛΗΣ ΣΥΡΙΖΑΙΟΣ @Stefanossp: Δημοσκόπηση της JP Morgan δείχνει τον Σύριζα 10 μονάδες μπροστά. http://t.co/VfurT0IsQ0,Sarcastic
664,Πρώτη συνεδρίαση των υποψηφίων νομού Ηρακλείου της ΝΔ - http://t.co/AQeIWzwZrA,OK
665,Η ΝΤΟΡΑ ΜΠΑΚΟΓΙΑΝΝΗ ΚΑΝΕΙ ΚΑΛΕΣΜΑ ΣΤΟΥΣ ΧΡΥΣΑΥΓΙΤΕΣ ΝΑ ΨΗΦΙΣΟΥΝ ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ #ekloges2015 -ΔΙΑΔΩΣΤΕ ΤΟ-  http://t.co/uFoj9F1Kke,OK
666,Θα θέσουν οι δανειστές ως προαπαιτούμενη την παροχή ενυπόγραφων εγγυήσεων του ΣΥΡΙΖΑ για την εφαρμογή νέου Μνημονίου; http://t.co/1hnjlqB4YD,OK
667,Το ΧΩΝΙ - Προβάδισμα για ΣΥΡΙΖΑ σε δυο νέες δημοσκοπήσεις http://t.co/GEeFLMqSle,OK
668,"Ναι ρε παπαροκεφτέδες, το ξέρουμε οτι ο σύριζα δεν είναι η λύση, αλλά είναι η μόνη λογική διέξοδος για να ξεφύγουμε απο το χείριστο.",Sarcastic
669,"@gmourout Πέστα ρε Μουρούτη! 5,60 δίνει το στοίχημα, άντε να κερδίσει η ΝΔ να ρεφάρουμε!",Sarcastic
670,"Προβάδισμα ΣΥΡΙΖΑ σε δύο νέες δημοσκοπήσεις, αλλά μικραίνει η διαφορά όσο πλησιάζουν οι εκλογές http://t.co/FEzP3Fteg2",OK
671,Οριακή αυτοδυναμία του ΣΥΡΙΖΑ σε νέα δημοσκόπηση! http://t.co/apPlAb5MmO,OK
672,Αυτοδυναμία στον ΣΥΡΙΖΑ δίνει γκάλοπ της Public Issue http://t.co/8R0ZppMVUI,OK
673,Οριστικά ο Γιάννης Κούτσικος στο ψηφοδέλτιο ΣΥΡΙΖΑ .Όλα τα ψηφοδέλτια στη Φθιώτιδα. http://t.co/i8fvquYuLU,OK
674,βιβετα Τις θέσεις του προγράμματος του ΠΑΣΟΚ παρουσίασε ο Κ.Σκανδαλίδης http://t.co/0i0fesee5w http://t.co/huwAivI3qd,OK
675,Αυτό είναι το πρώτο προεκλογικό σποτ της ΝΔ (VIDEO) http://t.co/h5S9T7Bbxx,OK
676,6. Τζακρη 7. Σαμαρα 8. #CharlieHebdo 9. Νεα Δημοκρατια 10. ΤΩΡΑ  2015/1/10 20:09 EET http://t.co/zrG3roft0G,OK
677,Το ψηφοδέλτιο του ΚΚΕ στο Νομό Σάμου - Ικαριακή Ραδιοφωνία http://t.co/AcOS2Sogbz,OK
678,Αυτοδυναμία στον ΣΥΡΙΖΑ και διαφορά 8 μονάδων δίνει γκάλοπ της Public Issue  http://t.co/nQuzhPN4e3,OK
679,"Αλέξης Τσίπρας:  Ο ΣΥΡΙΖΑ καταθέτει τις προτάσεις του για την περιοχή σας, για την αναδιάρθρωση της αγροτικής παραγωγής",OK
